epoch,step,val_loss
0,0,0.9305469989776611
0,1,0.879574716091156
0,2,0.7225372791290283
0,3,0.7074926495552063
0,4,0.7575685381889343
1,5,0.7397016882896423
1,6,0.7004038095474243
1,7,0.6886693835258484
1,8,0.7004064321517944
1,9,0.7159494757652283
2,10,0.7179784178733826
2,11,0.7122991681098938
2,12,0.7054838538169861
2,13,0.6962985992431641
2,14,0.6884859204292297
3,15,0.6830446124076843
3,16,0.6806924343109131
3,17,0.6799352765083313
3,18,0.6796807646751404
3,19,0.6789237856864929
4,20,0.6779111623764038
4,21,0.6762428283691406
4,22,0.6748957633972168
4,23,0.6739301085472107
4,24,0.6735889911651611
5,25,0.6741673350334167
5,26,0.6758701801300049
5,27,0.6781221032142639
5,28,0.6772063970565796
5,29,0.6749002933502197
6,30,0.6721238493919373
6,31,0.6698518395423889
6,32,0.6672149896621704
6,33,0.6649330258369446
6,34,0.6630670428276062
7,35,0.6613448262214661
7,36,0.659320592880249
7,37,0.6569277048110962
7,38,0.6540233492851257
7,39,0.6520597338676453
8,40,0.6518341302871704
8,41,0.652904212474823
8,42,0.6531556844711304
8,43,0.6545972228050232
8,44,0.6526345610618591
9,45,0.6516209244728088
9,46,0.6520028114318848
9,47,0.6524590253829956
9,48,0.6517358422279358
9,49,0.6508892178535461
10,50,0.6483619809150696
10,51,0.6424388289451599
10,52,0.6397794485092163
10,53,0.642622709274292
10,54,0.6503887176513672
11,55,0.6567462682723999
11,56,0.653893232345581
11,57,0.6528446674346924
11,58,0.6500692963600159
11,59,0.6551185846328735
12,60,0.665280818939209
12,61,0.663277804851532
12,62,0.6560426950454712
12,63,0.6544976830482483
12,64,0.6524286866188049
13,65,0.6554456949234009
13,66,0.6477116942405701
13,67,0.640902578830719
13,68,0.6355035305023193
13,69,0.634318470954895
14,70,0.6305339932441711
14,71,0.6273378133773804
14,72,0.6270380616188049
14,73,0.628741979598999
14,74,0.6290778517723083
15,75,0.6268583536148071
15,76,0.6272369027137756
15,77,0.6269879341125488
15,78,0.628688395023346
15,79,0.6308058500289917
16,80,0.6289711594581604
16,81,0.6269860863685608
16,82,0.6250157356262207
16,83,0.6247745752334595
16,84,0.6238805651664734
17,85,0.6206158995628357
17,86,0.619036078453064
17,87,0.6185746788978577
17,88,0.6186676025390625
17,89,0.6172702312469482
18,90,0.6218311786651611
18,91,0.6306936740875244
18,92,0.635150671005249
18,93,0.6251509785652161
18,94,0.6188585758209229
19,95,0.6151158809661865
19,96,0.6134842038154602
19,97,0.6110926270484924
19,98,0.6097654700279236
19,99,0.6084400415420532
