epoch,step,val_loss
0,0,0.7723677754402161
0,1,0.8004534244537354
0,2,0.7346686720848083
0,3,0.6910436153411865
0,4,0.6909146308898926
1,5,0.6999952793121338
1,6,0.6921966671943665
1,7,0.6849638223648071
1,8,0.6835477948188782
1,9,0.6845934987068176
2,10,0.6860311627388
2,11,0.6886381506919861
2,12,0.6896070837974548
2,13,0.6858904361724854
2,14,0.680610179901123
3,15,0.6763109564781189
3,16,0.6733351945877075
3,17,0.6714933514595032
3,18,0.6705888509750366
3,19,0.6703633069992065
4,20,0.6710242629051208
4,21,0.6706545352935791
4,22,0.6670364141464233
4,23,0.6652082800865173
4,24,0.6641970872879028
5,25,0.6643145680427551
5,26,0.6648013591766357
5,27,0.6655312180519104
5,28,0.6608197093009949
5,29,0.6539909243583679
6,30,0.6517618298530579
6,31,0.6524328589439392
6,32,0.6563659906387329
6,33,0.6492142677307129
6,34,0.640753984451294
7,35,0.6408060193061829
7,36,0.6436606049537659
7,37,0.6470244526863098
7,38,0.6467894911766052
7,39,0.6395983099937439
8,40,0.6391591429710388
8,41,0.6548342704772949
8,42,0.660548985004425
8,43,0.6434720754623413
8,44,0.6370832324028015
9,45,0.6552166938781738
9,46,0.6650351881980896
9,47,0.6588832139968872
9,48,0.6443940997123718
9,49,0.6328807473182678
10,50,0.637046754360199
10,51,0.6467511057853699
10,52,0.6452160477638245
10,53,0.6331115365028381
10,54,0.6312296390533447
11,55,0.6306893825531006
11,56,0.6316156387329102
11,57,0.6298315525054932
11,58,0.6273638010025024
11,59,0.6206601858139038
12,60,0.6174998879432678
12,61,0.6207611560821533
12,62,0.6309105753898621
12,63,0.6267157196998596
12,64,0.618725597858429
13,65,0.6182937026023865
13,66,0.6220756769180298
13,67,0.6259724497795105
13,68,0.6265749931335449
13,69,0.61857008934021
14,70,0.6115802526473999
14,71,0.6098103523254395
14,72,0.6127817034721375
14,73,0.6107571721076965
14,74,0.6091300845146179
15,75,0.6085875630378723
15,76,0.6104568243026733
15,77,0.610847532749176
15,78,0.6105955839157104
15,79,0.6059321761131287
16,80,0.6028265357017517
16,81,0.6028165221214294
16,82,0.6016888618469238
16,83,0.602174699306488
16,84,0.6006994247436523
17,85,0.5993645191192627
17,86,0.5976707935333252
17,87,0.5951679348945618
17,88,0.5931500196456909
17,89,0.5945885181427002
18,90,0.5975028872489929
18,91,0.5923771262168884
18,92,0.5892618298530579
18,93,0.5889220237731934
18,94,0.5883487462997437
19,95,0.5875990390777588
19,96,0.5862391591072083
19,97,0.586268424987793
19,98,0.5850290656089783
19,99,0.583501398563385
